"Preprint Server","Preprint DOI","Latest Version","Date of Latest Version","Title","Byline","Publication DOI","Status","Assessors"
"SSRN Electronic Journal","10.2139/ssrn.4000556","1","08/01/2022","Safety, Tolerability, and Immunogenicity of a SARS-CoV-2 Recombinant Spike RBD Protein Vaccine: A Randomised, Double-Blind, Placebo-Controlled, Phase 1-2 Clinical Trial (ABDALA Study)","Hernández-Bernal, Francisco; Ricardo-Cobas, Maria del Carmen; Martín-Bauta, Yenima; Navarro-Rodríguez, Zadis; Piñera-Martínez, Marjoris; Quintana-Guerra, Joel; Urrutia-Pérez, Karen; Urrutia-Pérez, Klaudia; Chávez-Chong, Cristina Olimpia; Azor Hernández, Jorge Luis; Rodríguez-Reinoso, José Luis; Lobaina-Lambert, Leonardo; Colina-Ávila, Elizabeth; Bizet-Almeida, Jacqueline; Rodríguez-Nuviola, Jeniffer; del Valle-Piñera, Sergio; Ramírez-Domínguez, Mayara; Tablada-Ferreiro, Elisangela; Valdés, Marel A.; Lemos-Pérez, Gilda; Guillén-Nieto, Gerardo E.; Palenzuela-Diaz, Ariel; Noa-Romero, Enrique; Limonta-Fernández, Miladys; Fernández-Ávila, Juan M.; Ali-Mros, Nabil A.; del Toro-Lahera, Lianne; Remedios-Reyes, Rossana; Ayala-Ávila, Marta; Muzio-González, Verena L.","10.1016/j.eclinm.2022.101383","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-1240880/v1","1","08/01/2022","Mesenchymal Stem Cell therapy for COVID-19-induced ARDS patients. A successful phase1, randomized, control-placebo group, clinical trial","Farkhad, Najmeh Kaffash; Sedaghat, Alireza; Reihani, Hamidreza; Moghadam, Amir Adhami; Moghadam, Ahmad Bagheri; Ghaebi, Nayereh Khadem; Khodadoust, Mohamad Ali; Ganjali, Rashin; Tafreshian, Amirreza; Afshari, Jalil Tavakol","10.1186/s13287-022-02920-1","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-1239555/v1","1","07/01/2022","Auxora Vs. Placebo for the Treatment of Patients with Severe COVID-19 Pneumonia: A Randomized Clinical Trial","Bruen, Charles; Al-Saadi, Mukhtar; Michelson, Edward; Tanios, Maged; Mendoza-Ayala, Raul; Miller, Joseph; Zhang, Jeffrey; Stauderman, Kenneth; Hebbar, Sudarshan; Hou, Peter","10.1186/s13054-022-03964-8","initial deposit","CRESS, crossref"
"SSRN Electronic Journal","10.2139/ssrn.3989848","1","06/01/2022","Randomized Immunogenicity and Safety Study of Heterologous Versus Homologous COVID-19 Booster Vaccination in Previous Recipients of Two Doses&amp;nbsp;Of Coronavac COVID-19 Vaccine","Costa Clemens, Sue Ann; Weckx, Lily Yin; Clemens, Ralf; Almeida Mendes, Ana Verena; Ramos Souza, Alessandra; Silveira, Mariana V.; Nascimento Farias da Guarda, Suzete; Miyamotode Nobrega, Maristela; de Moraes Pinto, Maria Isabel; Gonzalez, Isabela G. S.; Salvador, Natalia; Franco, Marilia Miranda; de Avila Mendonça, Renata Navis; Queiroz Oliveira, Isabelle Silva; de Freitas Souza, Bruno Solano; Fraga, Mayara; Aley, Parvinder K.; Bibi, Sagida; Cantrell, Liberty; Lambe, Teresa; Voysey, Merryn; Pollard, Andrew J.","10.1016/s0140-6736(22)00094-0","initial deposit","CRESS"
"medRxiv","10.1101/2022.01.01.21268271","1","05/01/2022","Safety and immunogenicity of anti-SARS CoV-2 conjugate vaccine SOBERANA 02 in a two-dose or three-dose heterologous scheme in adults: Phase IIb Clinical Trial","Eugenia-Toledo-Romani, M.; Garcia-Carmenate, M.; Verdecia-Sanchez, L.; Perez-Rodriguez, S.; Rodriguez-Gonzalez, M.; Valenzuela-Silva, C.; Paredes-Moreno, B.; Sanchez-Ramirez, B.; Gonzalez-Mugica, R.; Hernandez-Garcia, T.; Orosa-Vazquez, I.; Diaz-Hernandez, M.; Perez-Guevara, M. T.; Enriquez-Puertas, J.; Noa-Romero, E.; Palenzuela-Diaz, A.; Baro-Roman, G.; Mendoza-Hernandez, I.; Munoz, Y.; Gomez-Maceo, Y.; Santos Vega, B. L.; Fernandez-Castillo, S.; Climent-Ruiz, Y.; Rodriguez-Noda, L. M.; Santana-Mederos, D.; Garcia-Vega, Y.; Wu-Chen, G.; Doroud, D.; Biglari, A.; Boggiano-Ayo, T.; Valdes-Balbi","10.1016/j.medj.2022.08.001","publishaheadofprint","CRESS"
"medRxiv","10.1101/2022.01.04.21268275","1","05/01/2022","Daily Lactobacillus Probiotic versus Placebo in COVID-19-Exposed Household Contacts (PROTECT-EHC): A Randomized Clinical Trial","Wischmeyer, P. E.; Tang, H.; Ren, Y.; Bohannon, L.; Ramirez, Z. E.; Andermann, T. M.; Messina, J. A.; Sung, J. A.; Jensen, D.; Jung, S.-H.; Artica, A.; Britt, A.; Bush, A.; Johnson, E.; Lew, M. V.; Miller, H. M.; Pamanes, C. E.; Racioppi, A.; Zhao, A. T.; Surana, N. K.; Sung, A. D.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.12.29.21268499","1","04/01/2022","Safety and immunogenicity of a heterologous boost with a recombinant vaccine, NVSI-06-07, in the inactivated vaccine recipients from UAE: a phase 2 randomised, double-blinded, controlled clinical trial","AlKaabi, N.; Yang, Y. K.; Zhang, J.; Xu, K.; Liang, Y.; Kang, Y.; Su, J. G.; Yang, T.; Hussein, S.; ElDein, M. S.; Shao, S.; Yang, S. S.; Lei, W.; Gao, X. J.; Jiang, Z.; Wang, H.; Li, M.; Mekki, H. M.; Zaher, W.; Mahmoud, S.; Zhang, X.; Qu, C.; Liu, D. Y.; Zhang, J.; Yang, M.; ElTantawy, I.; Xiao, P.; Wang, Z. N.; Yin, J. L.; Mao, X. Y.; Zhang, J.; Liu, N.; Shen, F. J.; Qu, L.; Zhang, Y. T.; Yang, X. M.; Wu, G.; Li, Q. M.","10.1038/s41392-022-00984-2","publishaheadofprint","medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.3982187","1","02/01/2022","Safety and Immunogenicity of mRNA-LNP COVID-19 Vaccine CVnCoV in Latin American Adults; A Phase 2 Randomized Study","Sáez-Llorens, Xavier; Lanata, Claudio F.; Aranguren, Elaine; Celis, Carlos R.; Cornejo, Rubelio; DeAntonio, Rodrigo; Ecker, Lucie; Garrido, Diegi; Gil, Ana I.; Gonzales, Marina; Hess-Holtz, Morgan; Leroux-Roels, Geert; Junker, Helga; Kays, Sarah-Katharina; Koch, Sven D.; Lazzaro, Sandra; Mann, Philipp; Quintini, Gianluca; Srivastava, Barkha; Vahrenhorst, Dominik; von Eisenhart-Rothe, Philipp; Wolz, Olaf-Oliver; Oostvogels, Lidia","10.1016/j.jvacx.2022.100189","initial deposit","CRESS"
"medRxiv","10.1101/2021.12.30.21267140","1","01/01/2022","EARLY LENZILUMAB TREATMENT OF COVID-19 PATIENTS USING C-REACTIVE PROTEIN AS A BIOMARKER IMPROVES EFFICACY: RESULTS FROM THE PHASE 3 LIVE-AIR TRIAL","Temesgen, Z.; Kelley, C. F.; Cerasoli, F.; Kilcoyne, A.; Chappell, D.; Durrant, C.; Ahmed, O.; Chappell, G.; Catterson, V.; Polk, C.; Badley, A. D.; Marconi, V.; the LIVE-AIR Study Group,  ","10.1136/thoraxjnl-2022-218744","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-1222037/v1","1","01/01/2022","Safety and Immunogenicity of a Third Dose of SARS-CoV-2 mRNA Vaccine — An Interim Analysis","Anderson, Evan; Jackson, Lisa; Rouphael, Nadine; Widge, Alicia; Montefiori, David; Doria-Rose, Nicole; Suthar, Mehul; Cohen, Kristen; O'Connell, Sarah; Makowski, Mat; Makhene, Mamodikoe; Buchanan, Wendy; Spearman, Paul; Creech, C. Buddy; O'Dell, Sijy; Schmidt, Stephen; Leav, Brett; Bennett, Hamilton; Pajon, Rolando; Posavad, Christine; Hural, John; Beigel, John; Albert, Jim; Abebe, Kuleni; Eaton, Amanda; Rostad, Christina; Rebolledo, Paulina; Kamidani, Satoshi; Graciaa, Daniel; Coler, Rhea; McDermott, Adrian; Ledgerwood, Julie; Mascola, John; DeRosa, Stephen; Neuzil, Kathleen; McElrath, M. Juliana; Roberts, Paul","-","initial deposit","-"
"medRxiv","10.1101/2021.12.27.21268264","1","31/12/2021","Immunomodulation by intravenous omega-3 fatty acid treatment in older subjects hospitalized for COVID-19: a single-blind randomized controlled trial","Arnardottir, H.; Pawelzik, S.-C.; Sarajlic, P.; Quaranta, A.; Kolmert, J.; Religa, D.; Wheelock, C. E.; Back, M.","10.1002/ctm2.895","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.12.23.21268244","1","30/12/2021","Effectiveness of casirivimab and imdevimab, and sotrovimab during Delta variant surge: a prospective cohort study and comparative effectiveness randomized trial","Huang, D. T.; McCreary, E. K.; Bariola, J. R.; Minnier, T. E.; Wadas, R. J.; Shovel, J. A.; Albin, D.; Marroquin, O. C.; Kip, K. E.; Collins, K.; Schmidhofer, M.; Wisniewski, M. K.; Nace, D. A.; Sullivan, C.; Axe, M.; Meyers, R.; Weissman, A.; Garrard, W.; Peck-Palmer, O. M.; Wells, A.; Bart, R. D.; Yang, A.; Berry, L. R.; Berry, S.; Crawford, A. M.; McGlothlin, A.; Khadem, T.; Linstrum, K.; Montgomery, S. K.; Ricketts, D.; Kennedy, J. N.; Pidro, C. J.; Zapf, R. L.; Kip, P. L.; Haidar, G.; Snyder, G. M.; McVerry, B. J.; Yealy, D. M.; Angus, D. C.; Seymour, C. W.","10.1001/jamanetworkopen.2022.20957","publishaheadofprint","CRESS, medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.3989849","1","30/12/2021","Bromhexine, for Post Exposure COVID-19 Prophylaxis: A Randomized, Double-Blind, Placebo Control Trial","Tolouian, Ramin; Moradi, Omid; Mulla, Zuber D.; Ziaie, Shadi; Haghighi, Mehrdad; Esmaily, Hadi; Amini, Hossein; Hassanpour, Rezvan; Pourheidar, Elham; Kouchek, Mehran; Manafi-Rasi, Alireza; Sali, Shahnaz; Abolghasemi, Sara; Tehrani, Shabnam; Tolouian, Audrey C.; Sistanizad, Mohammad","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3989844","1","30/12/2021","Safety and Immunogenicity of the ChadOx1 nCoV-19 (AZD1222) Vaccine in Children Aged 12-17 Years: A Preliminary Report of a Phase 2, Single-Blind, Randomised Controlled Trial (COV006)","Li, Grace; Cappuccini, Federica; Marchevsky, Natalie G.; Aley, Parvinder K.; Aley, Robert; Anslow, Rachel; Bibi, Sagida; Cathie, Katrina; Clutterbuck, Elizabeth; Cooper, Rachel; Faust, Saul N.; Feng, Shuo; Heath, Paul T.; Kerridge, Simon; Lelliott, Alice; Mujadidi, Yama; Ng, Khuen Foong; Rhead, Sarah; Roberts, Hannah; Robinson, Hannah; Roderick, Marion R.; Singh, Nisha; Smith, David; Snape, Matthew D.; Song, Rinn; Tang, Karly; Yao, Andy; Liu, Xinxue; Lambe, Teresa; Pollard, Andrew J.","10.1016/s0140-6736(22)00770-x","initial deposit","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3989843","1","30/12/2021","Immunogenicity and Reactogenicity of Heterologous and Homologous mRNA-1273 and BNT162b2 Vaccination: A Multicenter Non-Inferiority Randomized Trial","Janssen, Cécile; Cachanado, Marine; Ninove, Laetitia; Lachatre, Marie; Michon, Jocelyn; Epaulard, Olivier; Maakaroun-Vermesse, Zoha; Chidiac, Christian; Laviolle, Bruno; Aumaitre, Hugues; Assaf, Ady; Lacombe, Karine; Schmidt-Mutter, Catherine; Botelho-Nevers, Elisabeth; Briere, Magali; Boisson, Thomas; Loubet, Paul; Bienvenu, Boris; Bouchaud, Olivier; Touati, Amel; Pereira, Christine; Rousseau, Alexandra; Berard, Laurence; Montil, Melissa; de Lamballerie, Xavier; Simon, Tabassome; Launay, Odile; Group, The ARNCOMBI Study","10.1016/j.eclinm.2022.101444","initial deposit","CRESS"
"medRxiv","10.1101/2021.12.25.21268211","1","30/12/2021","Monoclonal antibody treatment drives rapid culture conversion in SARS-CoV-2 infection","Boucau, J.; Chew, K. W.; Choudhary, M. C.; Deo, R.; Regan, J.; Flynn, J. P.; Crain, C. R.; Hughes, M. D.; Ritz, J.; Moser, C.; Dragavon, J. A.; Javan, A. C.; Nirula, A.; Klekotka, P.; Greninger, A.; Coombs, R. W.; Fischer, W. A.; Daar, E. S.; Wohl, D. A.; Enron, J. J.; Currier, J. S.; Smith, D. M.; Li, J. Z.; Barczak, A. K.; ACTIV-2/A5401 Study Team,  ","10.1016/j.xcrm.2022.100678","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-1206247/v1","1","26/12/2021","Safety and Long-term Improvement of Mesenchymal Stromal Cell Infusion in Critically COVID-19 Patients: A Randomized Clinical Trial.","Rebelatto, Carmen Kuniyoshi; Senegaglia, Alexandra Cristina; Franck, Claudio Luciano; Daga, Debora Regina; Shigunov, Patrícia; Stimamiglio, Marco Augusto; Marsaro, Daniela Boscaro; Schaidt, Bruna; Micosky, Andressa; de Azambuja, Ana Paula; Leitão, Cleverson Alex; Petterle, Ricardo Rasmussen; Jamur, Valderez Ravaglio; Vaz, Isadora May; Mallmann, Antônio Paulo; Junior, Hipólito Carraro; Ditzel, Eduardo; Brofman, Paulo Roberto Slud; Correa, Alejandro","10.1186/s13287-022-02796-1","initial deposit","CRESS, crossref"
"medRxiv","10.1101/2021.12.23.21267374","1","25/12/2021","Immunogenicity and Safety Following a Homologous Booster Dose of a SARS-CoV-2 recombinant spike protein vaccine (NVX-CoV2373): A Phase 2 Randomized Placebo-Controlled Trial","Mallory, R.; Formica, N.; Pfeiffer, S.; Wilkinson, B.; Marcheschi, A.; Albert, G.; McFall, H.; Robinson, M.; Plested, J.; Zhu, M.; Cloney-Clark, S.; Zhou, B.; Chau, G.; Robertson, A.; Maciejewski, S.; Smith, G.; Patel, N.; Glenn, G. M.; Dubovsky, F.","10.1016/s1473-3099(22)00420-0","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.12.10.21267485","1","21/12/2021","Randomized Controlled Trial of Early Outpatient COVID-19 Treatment with High-Titer Convalescent Plasma","Sullivan, D. J.; Gebo, K. A.; Shoham, S.; Bloch, E. M.; Lau, B.; Shenoy, A. G.; Mosnaim, G. S.; Gniadek, T. J.; Fukuta, Y.; Patel, B.; Heath, S. L.; Levine, A. C.; Meisenberg, B. R.; Spivak, E. S.; Anjan, S.; Huaman, M. A.; Blair, J. E.; Currier, J. S.; Paxton, J. H.; Gerber, J. M.; Petrini, J. R.; Broderick, P. B.; Rausch, W.; Cordisco, M. E.; Hammel, J.; Greenblatt, B.; Cluzet, V. C.; Cruser, D.; Oei, K.; Abinante, M.; Hammit, L. L.; Suttcliffe, C. G.; Forthal, D. N.; Zand, M. S.; Cachay, E. R.; Raval, J. S.; Kassaye, S. G.; Foster, C.; Roth, M.; Marshall, C. E.; Yarava, A.; Lane, K.; McBee,","10.1056/nejmoa2119657","publishaheadofprint","CRESS"
"medRxiv","10.1101/2021.12.21.21267983","2","21/12/2021","GB0139, an inhaled small molecule inhibitor of galectin-3, in COVID-19 pneumonitis: a randomised, controlled, open-label, phase 2a experimental medicine trial of the safety, pharmacokinetics, and potential therapeutic value","Gaughan, E.; Sethi, T.; Quinn, T.; Hirani, N.; Mills, A.; Bruce, A. M.; MacKinnon, A.; Aslanis, V.; Li, F.; O'Connor, R.; Parker, R. A.; Norrie, J.; Dear, J.; Akram, A. R.; Koch, O.; Wang-Jairaj, J.; Slack, R. J.; Gravelle, L.; Lindmark, B.; Dhaliwal, K.","10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a3127","publishaheadofprint","CRESS"
"medRxiv","10.1101/2021.12.17.21268009","1","21/12/2021","Bamlanivimab reduces nasopharyngeal SARS-CoV-2 RNA levels but not symptom duration in non-hospitalized adults with COVID-19","Chew, K. W.; Moser, C.; Daar, E. S.; Wohl, D. A.; Li, J. Z.; Coombs, R.; Ritz, J.; Giganti, M.; Javan, A. C.; Li, Y.; Malvestutto, C.; Klekotka, P.; Price, K.; Nirula, A.; Fischer, W.; Bala, V.; Ribeiro, R.; Perelson, A. S.; Fletcher, C. V.; Eron, J. J.; Currier, J. S.; Hughes, M. D.; Smith, D. M.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.12.15.21267605","1","16/12/2021","The effect of anti-SARS-CoV-2 monoclonal antibody, bamlanivimab, on endogenous immune response to COVID-19 vaccination","Benschop, R. J.; Tuttle, J. L.; Zhang, L.; Poorbaugh, J.; Kallewaard, N. L.; Vaillancourt, P.; Crisp, M. L.; Trinh, T. N. V.; Freitas, J. J.; Beasley, S.; Daniels, M.; Haustrup, N.; Higgs, R. E.; Nirula, A.; Cohen, M. S.; Marovich, M.","10.1126/scitranslmed.abn3041","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-1173313/v1","1","15/12/2021","Efficiency of Nicotinamide-based Supportive Therapy in Lymphopenia for Patients With COVID-19: A Randomized Controlled Trial","Hu, Qiang; Zhang, Quan-Yu; Peng, Cheng-Fei; Ma, Zhuang; Han, Ya-Ling","-","initial deposit","-"
"medRxiv","10.1101/2021.12.09.21267566","1","14/12/2021","Oral antiviral clevudine compared with placebo in Korean COVID-19 patients with moderate severity","Song, J.-Y.; Kim, Y.-S.; Eom, J.-S.; Kim, J.-Y.; Lee, J.-S.; Lee, J.; Choi, W.-S.; Heo, J.-Y.; Sohn, J.-W.; Lee, K.-D.; Cho, D.; Cho, I.; Kim, W.-J.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.12.13.21267611","1","14/12/2021","Randomized controlled trial transfusing convalescent plasma as post-exposure prophylaxis against SARS-CoV-2 infection","Shoham, S.; Bloch, E. M.; Casadevall, A.; Hanley, D.; Lau, B.; Gebo, K.; Cachay, E.; Kassaye, S. G.; Paxton, J. H.; Gerber, J.; Levine, A. C.; Currier, J.; Patel, B.; Allen, E. S.; Anjan, S.; Appel, L.; Baksh, S.; Blair, P. W.; Bowen, A.; Broderick, P.; Caputo, C. A.; Cluzet, V.; Cordisco, M. E.; Cruser, D.; Ehrhardt, S.; Forthal, D.; Fukuta, Y.; Gawad, A.; Gniadek, T.; Hammel, J.; Huaman, M. A.; Jabs, D. A.; Jedlicka, A.; Karlen, N.; Klein, S.; Laeyendecker, O.; Lane, K.; McBee, N.; Meisenberg, B.; Merlo, C.; Mosnaim, G.; Park, H.-S.; Pekosz, A.; Petrini, J.; Rausch, W.; Shade, D. M.; Shapiro","10.1093/cid/ciac372","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.12.10.21267574","2","14/12/2021","Safety and immunogenicity of a heterologous booster of protein subunit vaccine MVC-COV1901 after two doses of adenoviral vector vaccine AZD1222","Cheng, S.-H.; Lin, Y.-C.; Chen, C.-P.; Cheng, C.-Y.","10.3390/vaccines10101701","publishaheadofprint","medRxiv"
"medRxiv","10.1101/2021.12.06.21267342","2","07/12/2021","Pharmacokinetics of ß-d-N4-hydroxycytidine, the parent nucleoside of prodrug molnupiravir, in non-plasma compartments of patients with SARS-CoV-2 infection","FitzGerald, R.; Dickinson, L.; Else, L.; Fletcher, T.; Hale, C.; Amara, A.; Walker, L.; Dilly Penchala, S.; Lyon, R.; Shaw, V.; Greenhalf, W.; Bullock, K.; Lavelle-Langham, L.; Reynolds, H.; Painter, W.; Holman, W.; Ewings, S.; Griffiths, G.; Khoo, S.","10.1093/cid/ciac199","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.12.03.21266946","2","05/12/2021","A randomized clinical trial to stimulate the cholinergic anti-inflammatory pathway in patients with moderate COVID-19-pneumonia using a slow-paced breathing technique","Balint, E. M.; Gruener, B.; Haase, S.; Kaw-Geppert, M.; Thayer, J. F.; Guendel, H. O.; Jarczok, M. N.","10.3389/fimmu.2022.928979","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.11.30.21266810","1","02/12/2021","Convalescent plasma for outpatients with early COVID-19","Millat-Martinez, P.; Gharbharan, A.; Alemany, A.; Rokx, C.; GeurtsvanKessel, C.; Papageourgiou, G.; van Geloven, N.; Jordans, C.; Groeneveld, G.; Swaneveld, F.; van der Schoot, E.; Corbacho-Monne, M.; Ouchi, D.; Ferreira, F. P.; Malchair, P.; Videla, S.; Garcia, V. G.; Ruiz-Comellas, A.; Ramirez-Morros, A.; Codina, J. R.; Simon, R. A.; Grifols, J.-R.; Blanco, J.; Blanco, I.; Ara, J.; Bassat, Q.; Clotet, B.; Baro, B.; Troxel, A.; Zwaginga, J. J.; Mitja, O.; Rijnders, B.","10.1038/s41467-022-29911-3","publishaheadofprint","medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.3973422","1","02/12/2021","Projeto S: A Stepped-Wedge Randomized Trial to Assess CoronaVac Effectiveness in Serrana, Brazil","Borges, Marcos C.; Palacios, Ricardo; Brango, Hugo Alberto; Conde, Mônica Tilli Reis Pessoa; Patiño, Elizabeth González; Batista, Ana Paula; Coutinho, Barbara Marques; Padua, Gilberto Guedes; Moraes, Glenda Renata; Volpe, Gustavo Jardim; Santos, Joane Prado; Ferreira, Natasha Nicos; Garibaldi, Pedro Manuel Marques; Haddad, Ricardo; Piorelli, Roberta Oliveira; Vessoni, Sandra Coccuzzo Sampaio; Haddad, Simone Kashima; Fonseca, Benedito Antonio Lopes da; Calado, Rodrigo Tocantins; Covas, Dimas Tadeu","-","initial deposit","-"
"medRxiv","10.1101/2021.11.30.21267047","2","30/11/2021","Safety, tolerability, and immunogenicity of a SARS-CoV-2 recombinant spike protein vaccine: a randomised, double-blind, placebo-controlled, phase 1-2 clinical trial (ABDALA Study).","Hernandez-Bernal, F.; Ricardo-Cobas, M. d. C.; Martin-Bauta, Y.; Navarro-Rodriguez, Z.; Pinera-Martinez, M.; Quintana-Guerra, J.; Urrutia-Perez, K.; Urrutia-Perez, K.; Chavez-Chong, C. O.; Azor-Hernandez, J. L.; Rodriguez-Reinoso, J. L.; Lobaina-Lambert, L.; Colina-Avila, E.; Bizet-Almeida, J.; Rodriguez-Nuviola, J.; del Valle-Pinera, S.; Ramirez-Dominguez, M.; Tablada-Ferreiro, E.; Alonso-Valdes, M.; Lemos-Perez, G.; Guillen-Nieto, G. E.; Palenzuela-Diaz, A.; Noa-Romero, E.; Limonta-Fernandez, M.; Fernandez-Avila, J. M.; Ali-Mros, N.; del Toro-Lahera, L.; Remedios-Reyes, R.; Ayala-Avila, M.; ","10.1016/j.eclinm.2022.101383","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.11.22.21266690","1","24/11/2021","Favipiravir for treatment of outpatients with asymptomatic or uncomplicated COVID-19: a double-blind randomized, placebo-controlled, phase 2 trial","Holubar, M.; Subramanian, A. K.; Purington, N.; Hedlin, H.; Bunning, B.; Walter, K.; Bonilla, H.; Boumis, A.; Chen, M.; Clinton, K.; Dewhurst, L.; Epstein, C.; Jagannathan, P.; Kaszynski, R.; Panu, L.; Parsonnet, J.; Ponder, E.; Quintero, O.; Sefton, E.; Singh, U.; Soberanis, L.; Truong, H.; Andrews, J.; Desai, M.; Khosla, C.; Maldonado, Y.","10.1093/cid/ciac312","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.11.23.21266785","1","24/11/2021","A RANDOMIZED CLINICAL TRIAL OF 2-WEEK METHOTREXATE DISCONTINUATION IN RHEUMATOID ARTHRITIS PATIENTS VACCINATED WITH INACTIVATED SARS-COV-2 VACCINE","Araujo, C. S. R.; Medeiros-Ribeiro, A. C.; Saad, C. G. S.; Bonfiglioli, K. R.; Domiciano, D. S.; Shimabuco, A. Y.; Silva, M. R.; Yuki, E. F. N.; Pasoto, S. G.; Pedrosa, T.; Kupa, L. d. V. K.; Zou, G.; Pereira, R. M. R.; Silva, C. A.; Aikawa, N. E.; Bonfa, E.","10.1136/annrheumdis-2021-221916","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.11.20.21266229","2","23/11/2021","Efficacy and safety of a novel antiviral preparation in ICU-admitted patients with COVID-19: a phase III randomized controlled trial","Faramarzi, H.; Sahebkar, A.; Hosseinpour, A.; Khaloo, V.; Chamanpara, P.; Heydari, M. R.; Najafi, S.; Fotoohi Khankahdany, F.; Movahedpour, A.","-","publishaheadofprint","-"
